volatile_acidity,density,free_sulfur_dioxide,fixed_acidity,pH,quality,alcohol,citric_acid,sulphates,total_sulfur_dioxide,residual_sugar,chlorides,wine_type
1.1,0.99058,8.0,6.1,3.35,4.0,12.4,0.16,0.47,109.0,4.4,0.033,White
0.59,0.9962,11.0,6.8,3.41,7.0,10.8,0.06,0.59,18.0,6.0,0.06,Red
0.485,0.994,8.0,5.5,3.63,4.0,9.7,0.0,0.4,103.0,1.5,0.065,White
0.67,0.9954,13.0,6.8,3.42,6.0,11.3,0.15,0.67,20.0,1.8,0.118,Red
0.3,0.9998,23.0,7.8,3.16,6.0,9.0,0.29,0.38,135.0,16.85,0.054,White
0.59,0.99744,24.0,7.1,3.55,6.0,9.7,0.02,0.53,94.0,2.3,0.082,Red
0.69,0.9961,18.0,7.7,3.31,5.0,9.5,0.22,0.48,94.0,1.9,0.084,Red
0.34,0.99756,40.0,7.2,3.48,5.0,9.7,0.3,0.62,167.0,8.4,0.051,White
0.3,0.99956,65.0,6.7,3.11,5.0,9.1,0.44,0.53,224.0,18.5,0.057,White
0.68,0.9969,12.0,7.1,3.48,5.0,9.3,0.0,0.5,22.0,2.2,0.073,Red
0.31,0.99152,15.0,7.7,3.11,5.0,12.0,0.36,0.48,87.0,4.3,0.026,White
0.4,0.998,19.0,8.8,3.44,5.0,9.2,0.4,0.64,52.0,2.2,0.079,Red
0.24,0.9948,17.0,8.0,3.2,6.0,10.0,0.36,0.54,129.0,1.5,0.047,White
0.24,0.9962,21.0,7.4,3.13,5.0,9.5,0.29,0.35,105.0,10.1,0.05,White
0.5,0.9968,15.0,7.9,3.2,5.0,9.5,0.33,0.55,143.0,2.0,0.084,Red
0.42,0.99736,9.0,11.1,3.24,7.0,12.1,0.47,0.77,34.0,2.65,0.085,Red
0.18,0.99114,35.0,6.5,3.36,7.0,11.5,0.33,0.6,138.0,1.4,0.029,White
0.34,1.0,10.0,12.2,3.12,6.0,9.2,0.5,1.18,21.0,2.4,0.066,Red
0.35,0.992,18.0,6.9,3.13,5.0,10.2,0.74,0.55,132.0,1.0,0.044,White
0.21,0.9927,27.0,7.4,3.19,6.0,9.8,0.27,0.33,99.0,1.2,0.041,White
0.29,0.99489,26.0,6.8,3.42,5.0,10.4,0.34,0.58,189.0,3.5,0.054,White
0.28,0.9976,25.0,7.4,3.1,5.0,9.2,0.25,0.62,148.0,11.9,0.053,White
0.555,0.9943,17.0,6.0,3.24,5.0,9.1,0.26,0.46,126.0,4.5,0.053,White
0.67,0.99768,18.0,7.1,3.44,5.0,9.4,0.0,0.54,27.0,2.3,0.083,Red
0.33,0.99331,42.0,6.4,3.22,6.0,11.1,0.3,0.49,168.0,7.2,0.041,White
0.785,0.9966,14.0,6.8,3.52,6.0,10.7,0.0,0.55,30.0,2.4,0.104,Red
0.2,0.99226,28.0,7.1,3.15,5.0,10.8,0.37,0.52,129.0,1.5,0.049,White
0.26,0.9972,68.0,6.5,3.18,6.0,9.5,0.74,0.54,224.0,13.3,0.044,White
0.28,0.99696,36.0,6.9,3.08,5.0,9.6,0.22,0.46,131.0,10.0,0.052,White
0.33,0.99884,57.0,6.3,3.26,6.0,9.4,0.42,0.57,170.0,17.2,0.037,White
0.53,0.9975,6.0,9.0,3.27,6.0,9.4,0.49,0.61,25.0,1.9,0.171,Red
0.19,0.9954,51.0,6.6,3.14,6.0,9.8,0.41,0.57,169.0,8.9,0.046,White
0.23,0.99863,73.0,7.3,3.16,6.0,9.4,0.41,0.71,223.0,14.6,0.048,White
0.19,0.99026,52.0,5.6,3.5,5.0,11.2,0.27,0.39,103.0,0.9,0.04,White
0.3,0.9939,24.0,6.2,3.01,5.0,9.0,0.17,0.46,125.0,2.8,0.04,White
0.3,0.99458,32.0,8.9,3.15,7.0,11.5,0.35,0.45,148.0,4.6,0.032,White
0.2,0.99668,54.0,6.3,3.16,6.0,9.3,0.19,0.42,145.0,12.3,0.048,White
0.19,0.995,31.0,6.5,3.26,6.0,9.5,0.26,0.68,140.0,5.2,0.04,White
0.1,0.99511,25.0,6.3,3.59,7.0,10.5,0.24,0.49,107.0,6.0,0.039,White
0.36,0.99642,3.0,11.3,3.2,6.0,11.9,0.66,0.53,8.0,2.4,0.123,Red
0.14,0.99185,63.0,6.0,3.32,5.0,11.2,0.37,0.44,148.0,1.2,0.032,White
0.15,0.9917,18.0,7.2,3.19,6.0,11.1,0.38,0.43,110.0,1.2,0.038,White
0.33,0.9956,26.0,6.2,3.77,5.0,9.5,0.29,0.64,138.0,1.3,0.042,White
0.735,0.9994,68.0,6.6,3.47,5.0,9.9,0.02,0.53,124.0,7.9,0.122,Red
0.645,0.9969,14.0,7.6,3.37,5.0,10.3,0.03,0.46,57.0,1.9,0.086,Red
0.36,0.9933,18.0,7.4,3.38,7.0,13.6,0.34,0.88,38.0,1.8,0.075,Red
0.21,0.9939,21.0,6.4,3.07,5.0,9.6,0.21,0.46,105.0,5.1,0.097,White
0.725,1.0014,31.0,8.6,3.32,5.0,9.3,0.24,1.07,134.0,6.6,0.117,Red
0.28,0.99042,56.0,6.1,3.16,8.0,12.5,0.27,0.42,140.0,4.7,0.03,White
0.19,0.995,32.0,6.9,3.36,5.0,9.8,0.35,0.48,150.0,5.0,0.067,White
0.2,0.9924,33.0,8.3,3.25,6.0,12.2,0.74,0.42,130.0,4.45,0.044,White
0.15,0.9913,57.0,5.7,3.22,6.0,11.2,0.28,0.27,151.0,3.7,0.045,White
0.23,0.98926,29.0,7.3,2.9,6.0,12.2,0.24,0.38,86.0,0.9,0.031,White
0.64,0.99689,14.0,6.4,3.59,5.0,9.8,0.21,0.66,31.0,1.8,0.081,Red
0.52,0.99366,18.0,8.2,3.24,5.0,10.6,0.34,0.39,167.0,1.2,0.042,White
0.34,0.98958,46.0,7.5,3.2,7.0,13.2,0.28,0.5,100.0,4.0,0.028,White
0.36,0.99782,51.0,6.9,3.0,7.0,9.5,0.28,0.6,189.0,13.55,0.048,White
0.32,0.99296,32.0,7.3,3.2,5.0,10.8,0.29,0.55,144.0,1.5,0.038,White
0.42,0.9958,5.0,9.8,2.87,5.0,10.0,0.48,0.29,110.0,9.85,0.034,White
0.25,0.998,31.0,8.0,3.34,6.0,10.0,0.49,0.49,185.0,9.0,0.044,White
0.3,0.99314,22.0,6.8,2.96,6.0,11.7,0.27,0.38,97.0,11.6,0.028,White
0.28,0.9951,30.0,8.1,3.26,6.0,10.1,0.4,0.44,97.0,6.9,0.05,White
0.33,0.9962,25.0,7.5,3.15,6.0,10.5,0.32,0.34,119.0,11.1,0.036,White
0.18,0.9945,39.0,9.2,3.04,7.0,9.8,0.49,0.49,130.0,1.5,0.041,White
0.29,0.98895,31.0,5.4,3.28,6.0,12.4,0.38,0.36,132.0,1.2,0.029,White
0.43,0.9974,29.0,7.8,3.31,5.0,10.3,0.32,0.64,58.0,2.8,0.08,Red
0.36,0.99568,5.0,9.0,3.31,6.0,11.3,0.52,0.62,10.0,2.1,0.111,Red
0.34,0.99551,54.0,6.4,3.18,5.0,9.5,0.44,0.48,201.0,8.2,0.043,White
0.17,0.99971,33.0,7.2,2.94,7.0,9.0,0.28,0.43,154.0,17.55,0.05,White
0.45,0.9982,21.0,8.6,3.37,6.0,9.9,0.31,0.91,50.0,2.6,0.086,Red
0.695,0.9992,7.0,11.9,3.17,7.0,12.2,0.53,0.84,21.0,3.4,0.128,Red
0.26,0.99449,26.0,5.1,3.23,6.0,9.2,0.34,0.41,99.0,6.4,0.034,White
0.4,0.993,23.0,6.1,3.22,6.0,9.5,0.31,0.77,170.0,0.9,0.048,White
0.36,0.9904,3.0,5.8,3.28,4.0,11.4,0.38,0.34,75.0,0.9,0.037,White
0.33,0.99822,31.0,6.6,3.08,5.0,9.2,0.24,0.52,147.0,16.05,0.045,White
0.27,0.99726,48.0,7.1,3.04,7.0,10.0,0.24,0.56,118.0,12.6,0.044,White
0.43,0.99634,27.0,7.1,3.49,5.0,10.4,0.17,0.64,51.0,1.8,0.082,Red
0.3,0.9924,47.0,6.1,3.3,7.0,10.9,0.56,0.57,179.0,2.8,0.044,White
0.64,0.99538,11.0,6.7,3.36,5.0,10.9,0.23,0.7,119.0,2.1,0.08,Red
0.48,0.99121,35.0,6.3,3.49,6.0,12.2,0.48,0.74,96.0,1.8,0.035,White
0.58,0.9959,37.0,8.4,2.99,6.0,10.8,0.27,0.39,116.0,12.15,0.033,White
0.6,0.9971,21.0,7.2,3.03,5.0,9.1,0.2,0.54,174.0,9.9,0.07,White
0.18,0.992,30.0,7.4,2.97,6.0,11.0,0.34,0.53,107.0,2.7,0.03,White
0.26,0.99295,19.0,6.6,3.36,6.0,10.5,0.27,0.62,114.0,1.5,0.04,White
0.66,0.9976,5.0,9.0,3.29,5.0,10.4,0.17,0.55,13.0,3.0,0.077,Red
0.62,0.9978,25.0,7.7,3.34,5.0,9.5,0.04,0.53,45.0,3.8,0.084,Red
0.36,0.98936,35.0,7.1,3.19,7.0,13.5,0.28,0.44,115.0,2.4,0.036,White
0.24,0.9982,46.0,6.6,3.24,5.0,9.2,0.27,0.51,188.0,15.8,0.035,White
0.645,1.00315,10.0,15.6,2.92,5.0,11.1,0.49,0.74,23.0,4.2,0.095,Red
0.22,1.0002,32.0,8.3,3.22,5.0,9.7,0.38,0.5,126.0,14.8,0.054,White
0.22,0.9992,59.0,6.9,3.37,7.0,9.5,0.37,0.82,178.0,15.0,0.053,White
0.51,0.99584,4.0,7.0,3.35,5.0,10.5,0.09,0.54,9.0,2.1,0.062,Red
0.29,0.9992,59.0,7.2,3.09,5.0,9.6,0.53,0.52,182.0,18.15,0.047,White
0.33,0.9934,20.0,5.7,3.38,5.0,9.9,0.15,0.62,93.0,1.9,0.05,White
0.25,0.9965,38.0,7.3,3.43,5.0,9.6,0.29,0.38,158.0,7.5,0.049,White
0.15,0.9928,33.0,7.0,3.13,8.0,10.4,0.38,0.39,96.0,2.2,0.047,White
0.415,0.9972,13.0,7.2,3.48,5.0,9.2,0.36,0.64,45.0,2.0,0.081,Red
0.52,0.99577,29.0,10.7,3.15,7.0,12.1,0.38,0.79,56.0,2.6,0.066,Red
0.28,0.9936,27.0,7.8,3.09,5.0,10.2,0.49,0.59,142.0,1.3,0.046,White
0.19,0.99283,42.0,6.8,3.12,6.0,11.0,0.33,0.56,130.0,4.9,0.047,White
0.155,0.9934,73.5,7.4,3.18,7.0,9.9,0.34,0.61,214.0,2.3,0.045,White
0.28,0.9962,55.0,6.6,3.09,6.0,8.9,0.28,0.55,211.0,8.5,0.052,White
0.36,0.9934,19.0,6.4,3.37,6.0,12.4,0.53,0.93,35.0,2.2,0.23,Red
0.17,0.99,38.0,6.8,3.24,6.0,12.9,0.34,0.45,111.0,2.0,0.04,White
0.39,0.99018,17.0,6.6,3.25,7.0,13.0,0.22,0.53,98.0,4.0,0.038,White
0.49,0.99388,14.0,7.4,3.35,6.0,12.0,0.27,0.63,25.0,2.1,0.071,Red
0.2,0.99585,42.0,7.0,3.3,6.0,9.8,0.38,0.54,173.0,8.1,0.05,White
0.24,0.994,9.0,7.0,3.38,4.0,10.1,0.18,0.47,62.0,1.3,0.046,White
0.26,0.99085,29.0,7.5,3.15,7.0,12.0,0.3,0.38,92.0,4.6,0.027,White
0.37,0.9909,24.0,6.7,3.14,6.0,11.7,0.25,0.36,84.0,2.5,0.028,White
0.29,0.99644,41.0,7.2,3.16,5.0,9.1,0.18,0.49,180.0,8.2,0.042,White
0.41,0.9932,17.0,6.0,3.21,6.0,9.2,0.05,0.56,120.0,1.5,0.063,White
0.28,0.9934,50.0,7.9,3.45,8.0,10.7,0.41,0.49,152.0,2.0,0.044,White
0.33,0.9924,12.0,6.0,3.12,5.0,9.4,0.27,0.62,188.0,0.8,0.185,White
0.58,0.99352,16.0,6.1,3.46,6.0,12.5,0.23,0.65,70.0,2.5,0.044,Red
0.2,0.9995,43.0,7.4,3.03,6.0,9.2,0.37,0.42,190.0,16.95,0.048,White
0.16,0.99134,23.0,7.4,3.06,6.0,11.4,0.32,0.47,140.0,1.4,0.065,White
0.42,0.9961,16.0,7.0,3.34,5.0,9.2,0.35,0.55,39.0,1.6,0.088,Red
0.34,0.99458,5.0,10.2,3.2,7.0,12.1,0.48,0.69,9.0,2.1,0.052,Red
0.25,0.9966,20.0,7.7,3.38,6.0,9.9,0.43,0.5,115.0,4.5,0.062,White
0.8,0.9979,12.0,8.6,3.4,5.0,9.9,0.11,0.48,31.0,2.3,0.084,Red
0.24,0.9921,31.0,6.8,3.24,6.0,11.8,0.34,0.46,99.0,5.1,0.038,White
0.855,0.99627,15.0,6.6,3.54,6.0,11.0,0.02,0.6,23.0,2.4,0.062,Red
0.24,0.99189,105.0,6.7,3.04,8.0,11.3,0.3,0.59,179.0,3.85,0.042,White
0.2,0.9928,22.0,6.0,3.15,6.0,11.0,0.26,0.42,93.0,6.8,0.049,White
0.3,0.99329,32.0,7.3,3.18,5.0,10.3,0.25,0.54,122.0,2.5,0.045,White
0.2,0.99471,17.0,7.2,3.37,5.0,10.0,0.22,0.53,101.0,1.6,0.044,White
0.35,0.9912,41.0,5.8,3.35,7.0,11.6333333333333,0.29,0.58,151.0,3.2,0.034,White
0.3,0.9974,49.0,7.4,3.52,6.0,9.7,0.49,0.58,188.0,8.2,0.055,White
0.22,0.9994,38.0,6.8,3.24,6.0,9.0,0.35,0.42,153.0,17.5,0.039,White
0.52,0.9932,5.0,6.5,3.26,4.0,10.0,0.17,0.32,26.0,1.4,0.047,White
0.32,0.99106,11.0,6.9,3.06,6.0,11.1,0.26,0.42,103.0,2.3,0.03,White
0.42,0.99852,8.0,11.5,3.09,5.0,11.0,0.48,0.53,20.0,2.6,0.077,Red
0.4,0.9943,29.0,9.0,3.2,6.0,12.2,0.43,0.6,46.0,2.4,0.068,Red
0.2,0.99244,10.0,7.4,2.79,5.0,10.9,0.35,0.52,40.0,6.1,0.025,White
0.29,0.99612,33.0,6.2,3.11,6.0,9.9,0.23,0.56,201.0,12.4,0.048,White
0.18,1.00038,56.0,6.5,2.98,6.0,8.5,0.48,0.61,183.0,18.0,0.054,White
0.21,0.9912,40.5,6.1,3.25,6.0,11.9,0.4,0.59,165.0,1.4,0.066,Red
0.25,0.9977,36.0,9.8,3.06,4.0,10.0,0.74,0.43,225.0,10.0,0.056,White
0.41,0.9996,22.0,10.4,3.15,6.0,9.9,0.55,0.89,54.0,3.2,0.076,Red
0.18,0.99724,53.0,6.4,3.25,6.0,10.5,0.28,0.35,139.0,17.05,0.047,White
0.45,0.99974,7.0,11.7,3.21,6.0,10.9,0.63,0.69,23.0,2.2,0.073,Red
0.21,0.9947,24.0,8.5,3.18,6.0,9.7,0.41,0.53,99.0,4.3,0.036,White
0.32,0.99168,41.0,7.0,3.38,6.0,12.2,0.29,0.43,150.0,4.9,0.036,White
0.16,0.9952,31.0,7.4,3.29,5.0,9.7,0.31,0.34,131.0,6.85,0.059,White
0.15,0.99792,29.0,7.0,2.96,7.0,9.0,0.28,0.39,149.0,14.7,0.051,White
0.33,0.9954,27.0,6.7,3.16,5.0,9.6,0.42,0.44,151.0,6.4,0.058,White
0.5,0.996,21.0,7.8,3.39,5.0,9.5,0.17,0.48,102.0,1.6,0.082,Red
0.34,0.9932,25.0,7.8,3.01,5.0,10.4,0.27,0.55,106.0,1.2,0.04,White
0.18,0.99007,36.0,8.0,2.89,6.0,12.7,0.37,0.44,109.0,0.9,0.049,Red
0.25,0.99411,24.0,5.7,3.33,6.0,10.8,0.27,0.31,120.0,11.5,0.04,White
0.29,0.9938,37.0,7.9,3.06,5.0,10.8,0.31,0.31,154.0,7.35,0.034,White
0.145,0.9942,33.0,7.1,3.28,6.0,9.6,0.33,0.4,131.0,4.6,0.05,White
0.29,0.99053,24.0,6.5,3.27,7.0,11.4,0.31,0.69,79.0,1.7,0.035,White
0.32,0.9957,12.0,8.9,3.17,6.0,10.4,0.31,0.55,19.0,2.0,0.088,Red
0.12,0.9966,22.0,7.0,3.29,6.0,9.2,0.32,0.38,89.0,7.2,0.058,White
0.29,0.99745,55.0,6.2,3.16,6.0,9.6,0.26,0.41,204.0,13.1,0.046,White
0.65,0.99498,8.0,6.8,3.35,6.0,10.4,0.02,0.62,15.0,2.1,0.078,Red
0.52,0.9975,54.0,6.6,3.26,6.0,9.3,0.44,0.54,245.0,12.2,0.048,White
0.38,0.9976,5.0,8.1,3.3,5.0,9.4,0.48,1.05,17.0,1.8,0.157,Red
0.39,0.99174,45.0,6.2,3.23,7.0,11.2,0.24,0.43,138.0,4.8,0.037,White
0.35,0.99253,9.0,6.6,3.32,5.0,12.0,0.34,0.81,125.0,4.9,0.032,White
0.59,0.9991,14.0,10.5,3.3,4.0,9.6,0.49,0.56,47.0,2.1,0.07,Red
0.22,0.99326,41.0,6.9,3.08,6.0,10.8,0.31,0.49,131.0,6.3,0.029,White
0.32,0.991,19.0,7.2,3.03,4.0,12.6,0.47,0.41,65.0,5.1,0.044,White
0.24,0.9932,54.0,6.7,3.33,7.0,11.6,0.29,0.46,127.0,6.8,0.038,White
0.27,0.99531,7.0,10.1,3.17,6.0,12.5,0.54,0.53,26.0,2.3,0.065,Red
0.36,0.9928,39.0,6.6,3.18,6.0,9.9,0.21,0.41,184.0,1.5,0.049,White
0.42,0.9965,32.0,7.9,3.29,7.0,11.2,0.49,0.6,164.0,8.2,0.056,White
0.26,0.9936,32.0,7.3,3.24,6.0,10.8,0.49,0.54,107.0,5.0,0.028,White
0.21,0.9939,29.0,7.0,3.26,6.0,10.8,0.31,0.5,108.0,6.0,0.046,White
0.24,0.99076,21.0,7.2,3.13,6.0,12.5,0.36,0.63,63.0,2.0,0.029,White
0.26,0.9915,9.0,7.7,2.89,5.0,10.6,0.4,0.5,60.0,1.1,0.042,White
0.21,0.99299,30.0,6.6,3.22,5.0,11.0,0.34,0.38,140.0,5.6,0.046,White
0.28,0.99922,32.0,6.1,3.19,6.0,9.3,0.24,0.44,174.0,19.95,0.074,White
0.27,0.9993,28.0,12.3,3.2,6.0,10.2,0.49,0.8,46.0,3.1,0.079,Red
0.47,1.0021,6.0,13.0,3.3,6.0,12.7,0.49,0.68,47.0,4.3,0.085,Red
0.13,0.99478,19.0,5.8,3.36,6.0,9.3,0.26,0.47,103.0,5.1,0.039,White
0.27,0.99839,51.0,7.5,2.98,5.0,8.7,0.79,0.44,159.0,11.95,0.04,White
0.24,0.99577,56.0,6.6,3.21,5.0,9.2,0.38,0.46,187.0,8.0,0.042,White
0.83,0.99652,11.0,8.0,3.29,4.0,9.8,0.27,0.48,63.0,2.0,0.08,Red
0.22,0.9957,50.0,6.9,3.54,6.0,10.3,0.49,0.5,168.0,7.0,0.063,White
0.15,0.99422,23.0,7.6,3.1,6.0,9.5,0.35,0.44,98.0,4.3,0.051,White
0.52,0.9996,32.0,9.2,2.74,4.0,9.4,1.0,2.0,69.0,3.4,0.61,Red
0.2,0.9897,20.0,5.0,3.37,6.0,12.05,0.4,0.55,98.0,1.9,0.015,White
0.21,0.9928,24.0,7.1,3.42,6.0,10.6,0.4,0.43,156.0,1.2,0.069,White
0.27,0.9977,44.0,7.8,3.06,6.0,8.9,0.58,0.41,161.0,11.2,0.036,White
0.34,0.99605,6.0,8.5,3.52,5.0,10.7,0.44,0.63,12.0,1.7,0.079,Red
0.48,0.99398,23.0,7.0,2.86,5.0,9.0,0.12,0.35,86.0,4.5,0.05,White
0.39,0.9988,28.0,6.8,3.17,5.0,9.1,0.31,0.54,162.0,14.35,0.043,White
0.63,0.99787,66.0,6.9,3.22,5.0,9.5,0.33,0.56,115.0,6.7,0.235,Red
0.44,0.9956,35.0,9.8,2.97,5.0,9.2,0.4,0.39,167.0,2.8,0.036,White
0.47,0.99518,18.0,8.5,3.16,6.0,11.1,0.27,0.85,38.0,1.9,0.058,Red
0.34,0.9969,39.0,7.7,3.09,6.0,9.2,0.27,0.63,184.0,8.8,0.063,White
0.26,0.9934,39.0,7.1,3.31,6.0,11.6,0.32,0.4,97.0,5.9,0.037,White
0.19,0.9908,32.0,6.4,3.3,6.0,11.7,0.42,0.41,83.0,2.9,0.032,White
0.22,0.99636,55.0,5.9,3.1,5.0,12.8,0.45,0.35,122.0,22.6,0.12,White
0.215,0.99688,64.0,4.2,3.42,3.0,8.0,0.23,0.44,157.0,5.1,0.041,White
0.245,0.9927,24.0,5.6,3.12,6.0,9.3,0.32,0.42,152.0,1.1,0.047,White
0.28,0.99022,35.0,7.1,2.96,5.0,12.1,0.35,0.33,91.0,3.5,0.028,White
0.28,0.9994,47.0,7.0,3.34,6.0,8.8,0.33,0.67,168.0,14.6,0.043,White
0.18,0.9978,54.0,6.4,3.58,5.0,10.1,0.74,0.68,168.0,11.9,0.046,White
0.26,0.9986,49.0,7.2,3.41,6.0,10.0,0.26,0.5,214.0,12.7,0.036,White
0.36,0.9946,61.0,6.4,3.24,6.0,9.5,0.2,0.43,172.0,5.7,0.118,White
0.38,0.99624,24.0,8.2,3.27,6.0,11.0,0.32,0.85,71.0,2.5,0.08,Red
0.36,0.9923,25.0,7.1,3.24,6.0,10.5,0.56,0.33,102.0,1.3,0.046,White
0.31,1.00013,27.0,8.7,2.96,5.0,8.7,0.73,0.88,191.0,14.35,0.044,White
0.29,0.9928,26.0,7.0,3.17,6.0,10.8,0.37,0.44,127.0,4.9,0.034,White
0.13,0.9925,14.0,7.1,3.32,6.0,11.7,0.38,0.9,114.0,1.8,0.046,White
0.35,0.9982,22.0,8.4,2.98,5.0,9.4,0.71,0.65,160.0,12.2,0.046,White
0.62,0.9986,51.0,8.9,3.17,5.0,9.2,0.19,0.93,148.0,3.9,0.17,Red
0.28,0.98898,13.0,6.1,2.97,6.0,13.1,0.23,0.7,95.0,4.2,0.038,White
0.29,0.99808,61.5,7.4,3.02,5.0,8.8,0.48,0.34,182.0,12.8,0.037,White
0.4,0.9971,29.0,7.6,3.45,6.0,9.5,0.29,0.59,66.0,1.9,0.078,Red
0.59,0.9962,3.0,8.0,3.42,7.0,10.5,0.16,0.92,16.0,1.8,0.065,Red
0.12,0.9952,47.0,7.7,3.37,6.0,9.2,0.32,0.42,150.0,1.4,0.06,White
0.27,0.9956,15.0,10.3,3.22,6.0,12.8,0.24,0.66,33.0,2.1,0.072,Red
0.34,0.9988,6.0,11.3,2.94,6.0,9.2,0.45,0.66,15.0,2.0,0.082,Red
0.275,0.992,19.0,7.7,3.01,5.0,10.7,0.3,0.56,75.0,1.0,0.039,White
0.18,0.99383,45.0,6.3,3.09,5.0,10.0,0.22,0.54,147.0,5.6,0.047,White
0.25,0.99386,4.0,8.4,3.27,7.0,12.5,0.39,0.71,10.0,2.0,0.041,Red
0.27,0.9962,6.0,9.4,3.2,7.0,12.0,0.53,1.13,18.0,2.4,0.074,Red
0.98,0.99488,15.0,6.3,3.6,6.0,11.2,0.01,0.46,33.0,2.0,0.057,Red
0.595,0.9932,26.0,5.4,3.36,5.0,9.3,0.1,0.38,80.0,2.8,0.042,White
0.22,0.9967,28.0,7.8,3.12,6.0,10.0,0.38,0.47,99.0,10.3,0.059,White
0.39,0.9974,55.0,7.2,3.09,6.0,8.7,0.63,0.44,156.0,11.0,0.044,White
0.39,0.9926,19.0,7.6,3.03,5.0,10.2,0.22,0.29,113.0,2.8,0.036,White
0.25,0.9916,29.0,6.5,3.24,6.0,10.8,0.2,0.54,101.0,1.4,0.024,White
0.24,0.99676,35.0,6.6,3.1,5.0,9.4,0.22,0.67,146.0,12.3,0.051,White
0.44,0.9896,35.0,7.1,3.07,7.0,13.5,0.37,0.43,128.0,2.7,0.041,White
0.255,0.99238,46.0,5.0,3.75,6.0,11.3,0.22,0.76,153.0,2.7,0.043,White
0.4,0.99176,23.0,8.1,3.05,7.0,13.3,0.32,0.46,118.0,7.9,0.031,White
0.43,0.9991,29.0,8.0,3.07,5.0,9.2,0.4,0.64,190.0,12.4,0.168,White
0.25,0.9948,36.0,6.9,3.16,7.0,10.7,0.26,0.72,135.0,5.2,0.024,White
0.2,0.9936,17.0,6.2,3.18,6.0,9.4,0.32,0.55,126.0,2.8,0.05,White
0.73,0.9972,16.0,7.2,3.44,5.0,9.3,0.02,0.52,42.0,2.5,0.076,Red
0.34,0.9977,46.0,6.1,3.16,5.0,8.6,0.31,0.48,238.0,12.0,0.053,White
0.32,0.99695,9.0,9.6,3.22,7.0,10.3,0.47,0.82,24.0,1.4,0.056,Red
0.22,0.9965,26.0,7.6,3.08,6.0,9.8,0.34,0.49,143.0,9.7,0.035,White
0.22,0.994,27.0,8.7,2.99,5.0,10.0,0.42,0.43,114.0,2.3,0.053,White
0.39,0.99581,6.0,8.4,3.09,6.0,9.7,0.1,0.43,25.0,1.7,0.075,Red
0.19,0.99954,38.0,6.9,2.93,7.0,9.1,0.31,0.52,167.0,19.25,0.043,White
0.31,0.9986,16.0,11.1,3.12,7.0,10.6,0.49,1.02,47.0,2.7,0.094,Red
0.24,0.99884,26.0,7.5,3.05,6.0,9.1,0.31,0.53,180.0,13.1,0.05,White
0.33,0.99542,35.0,6.7,3.11,6.0,9.3,0.34,0.48,156.0,6.6,0.067,White
0.18,0.9954,28.0,5.6,3.49,7.0,10.8,0.3,0.42,131.0,10.2,0.028,White
0.41,0.99167,28.0,6.6,2.95,6.0,10.6,0.16,0.45,160.0,1.4,0.037,White
0.32,0.99026,25.0,6.8,3.08,7.0,12.4,0.28,0.47,100.0,4.8,0.034,White
0.38,0.9961,7.0,7.3,3.33,5.0,9.5,0.21,0.47,35.0,2.0,0.08,Red
0.31,0.99244,30.0,7.3,2.9,5.0,11.1,0.25,0.37,138.0,6.65,0.032,White
0.34,0.99098,5.0,7.5,3.01,4.0,11.8,0.24,0.36,34.0,3.85,0.031,White
0.23,0.99699,49.0,6.1,3.05,5.0,8.8,0.45,0.54,169.0,10.6,0.094,White
0.26,0.99691,45.0,6.6,3.33,6.0,9.8,0.25,0.43,178.0,11.6,0.045,White
0.28,0.99069,20.0,7.1,3.15,5.0,11.4,0.31,0.5,98.0,1.5,0.053,White
0.33,0.98922,30.0,6.1,3.31,7.0,13.1,0.3,0.4,124.0,3.0,0.036,White
0.28,0.99579,48.0,7.1,3.16,5.0,9.4,0.19,0.5,184.0,7.8,0.04,White
0.26,0.9986,61.0,7.0,2.94,6.0,8.8,0.46,0.35,171.0,15.55,0.037,White
0.33,0.99458,29.0,5.8,3.13,5.0,9.0,0.23,0.52,106.0,5.0,0.053,White
0.14,0.99212,24.0,7.1,2.97,5.0,10.4,0.35,0.68,128.0,1.4,0.039,White
0.49,0.99706,27.0,7.6,3.41,5.0,9.0,0.33,0.58,85.0,1.9,0.074,Red
0.41,0.99138,30.0,5.7,3.29,6.0,11.2,0.21,0.55,112.0,1.9,0.048,White
0.36,0.99534,24.0,7.2,3.4,7.0,11.0,0.46,0.85,44.0,2.1,0.074,Red
0.39,0.99598,14.0,10.5,3.06,6.0,11.4,0.46,0.84,27.0,2.2,0.075,Red
0.18,0.998,38.0,7.8,3.15,6.0,10.0,0.46,0.5,118.0,13.6,0.052,White
0.17,0.98913,32.0,5.9,3.41,7.0,13.7,0.29,0.33,123.0,3.1,0.03,White
0.81,0.99562,6.0,6.8,3.51,6.0,10.8,0.05,0.66,14.0,2.0,0.07,Red
0.38,0.99344,27.0,6.1,3.07,4.0,9.2,0.14,0.34,113.0,3.9,0.06,White
0.105,0.99142,44.0,6.4,3.17,7.0,10.7,0.29,0.55,140.0,1.1,0.035,White
0.17,0.99382,44.0,6.3,3.08,5.0,10.0,0.23,0.54,147.0,5.7,0.048,White
0.28,0.9952,61.0,6.4,3.09,5.0,9.4,0.41,0.46,216.0,6.8,0.045,White
0.24,0.99052,48.0,6.7,3.25,5.0,12.0,0.41,0.43,122.0,2.9,0.039,White
